,rxn_ids,rxn_names,reactions,rxn_bounds,rxn_subsystems
1643,FACOAL241,fatty-acid--CoA ligase,atp_c + coa_c + nrvnc_c <=> amp_c + h_c + nrvnccoa_c + ppi_c,"(-100.0, 100.0)",Fatty acid oxidation
1644,FACOAL244_1,fatty-acid--CoA ligase,atp_c + coa_c + tettet6_c <=> amp_c + h_c + ppi_c + tettet6coa_c,"(-100.0, 100.0)",Fatty acid oxidation
1645,FACOAL245_1,fatty-acid--CoA ligase,atp_c + coa_c + tetpent6_c <=> amp_c + ppi_c + tetpent6coa_c,"(-100.0, 100.0)",Fatty acid oxidation
1646,FACOAL245_2,fatty-acid--CoA ligase,atp_c + coa_c + tetpent3_c <=> amp_c + ppi_c + tetpent3coa_c,"(-100.0, 100.0)",Fatty acid oxidation
1647,FACOAL246_1,fatty-acid--CoA ligase,atp_c + coa_c + tethex3_c <=> amp_c + ppi_c + tethex3coa_c,"(-100.0, 100.0)",Fatty acid oxidation
1648,FACOAL260,fatty-acid--CoA ligase (n-C26:0),atp_c + coa_c + hexc_c <=> amp_c + h_c + hexccoa_c + ppi_c,"(-100.0, 100.0)",Fatty acid oxidation
1649,FACOAL40im,"fatty-acid--CoA ligase (butanoate), mitochondrial",atp_m + but_m + coa_m --> amp_m + btcoa_m + h_m + ppi_m,"(0.0, 100.0)",Fatty acid oxidation
1650,FACOAL80i,fatty-acid--CoA ligase (octanoate),atp_c + coa_c + octa_c --> amp_c + h_c + occoa_c + ppi_c,"(0.0, 100.0)",Fatty acid oxidation
1651,FADDP,FAD diphosphatase,fad_c + h2o_c --> amp_c + fmn_c + 2.0 h_c,"(0.0, 100.0)",Vitamin B2 metabolism
1652,FADH2tru,"FADH2 transporter, endoplasmic reticulum",fadh2_c --> fadh2_r,"(0.0, 100.0)","Transport, endoplasmic reticular"
1653,FADH2tx,"FADH2 transporter, peroxisomal",fadh2_c <=> fadh2_x,"(-100.0, 100.0)","Transport, peroxisomal"
1654,FADtru,"FAD transporter, endoplasmic reticulum",fad_r --> fad_c,"(0.0, 100.0)","Transport, endoplasmic reticular"
1655,FADtx,"FAD transporter, peroxisomal",fad_c <=> fad_x,"(-100.0, 100.0)","Transport, peroxisomal"
1656,FAEL183,fatty-acyl-CoA elongation (n-C18:3CoA),9.0 h_c + lnlncgcoa_c + malcoa_c + 4.0 nadph_c + o2_c --> co2_c + coa_c + dlnlcgcoa_c + 3.0 h2o_c + 4.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1657,FAEL184,fatty-acyl-CoA elongation (n-C20:4CoA),9.0 h_c + malcoa_c + 4.0 nadph_c + o2_c + strdnccoa_c --> co2_c + coa_c + eicostetcoa_c + 3.0 h2o_c + 4.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1658,FAEL204,fatty-acyl-CoA elongation (n-C20:4CoA),arachdcoa_c + 9.0 h_c + malcoa_c + 4.0 nadph_c + o2_c --> adrncoa_c + co2_c + coa_c + 3.0 h2o_c + 4.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1659,FAEL205,fatty-acyl-CoA elongation (n-C20:5CoA),9.0 h_c + malcoa_c + 4.0 nadph_c + o2_c + tmndnccoa_c --> clpndcoa_c + co2_c + coa_c + 3.0 h2o_c + 4.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1660,FAH1,Fatty acid omega-hydroxylase,ddca_c + 2.0 h_c + nadph_c + o2_c --> h2o_c + nadp_c + whddca_c,"(0.0, 100.0)",Cytochrome metabolism
1661,FAH2,Fatty acid omega-hydroxylase,2.0 h_c + nadph_c + o2_c + ttdca_c --> h2o_c + nadp_c + whttdca_c,"(0.0, 100.0)",Cytochrome metabolism
1662,FAH3,Fatty acid omega-hydroxylase,2.0 h_c + hdca_c + nadph_c + o2_c --> h2o_c + nadp_c + whhdca_c,"(0.0, 100.0)",Cytochrome metabolism
1663,FALDH,formaldehyde dehydrogenase,fald_c + gthrd_c + nad_c <=> Sfglutth_c + 2.0 h_c + nadh_c,"(-100.0, 100.0)",Tyrosine metabolism
1664,FALDtly,formaldehyde transport via diffusion (lysosomall),fald_l <=> fald_c,"(-100.0, 100.0)","Transport, lysosomal"
1665,FALDtm,formaldehyde transport via diffusion (mitochondrial),fald_m <=> fald_c,"(-100.0, 100.0)","Transport, mitochondrial"
1666,FAOXC11,Beta oxidation of long chain fatty acid,coa_m + dmnoncoa_m + h2o_m + nad_m --> accoa_m + dmhptcoa_m + h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1667,FAOXC140,Beta oxidation of long chain fatty acid,6.0 coa_m + 6.0 fad_m + 6.0 h2o_m + 6.0 nad_m + tdcoa_m --> 7.0 accoa_m + 6.0 fadh2_m + 6.0 h_m + 6.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1668,FAOXC150m,Beta oxidation of long chain fatty acid (odd chain),6.0 coa_m + 6.0 fad_m + 6.0 h2o_m + 6.0 nad_m + ptdcacoa_m --> 6.0 accoa_m + 6.0 fadh2_m + 6.0 h_m + 6.0 nadh_m + ppcoa_m,"(0.0, 100.0)",Fatty acid oxidation
1669,FAOXC160,Beta oxidation of long chain fatty acid,7.0 coa_m + 7.0 fad_m + 7.0 h2o_m + 7.0 nad_m + pmtcoa_m --> 8.0 accoa_m + 7.0 fadh2_m + 7.0 h_m + 7.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1670,FAOXC16080m,Beta oxidation of long chain fatty acid,4.0 coa_m + 4.0 fad_m + 4.0 h2o_m + 4.0 nad_m + pmtcoa_m --> 4.0 accoa_m + 4.0 fadh2_m + 4.0 h_m + 4.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1671,FAOXC16080x,Beta oxidation of long chain fatty acid,4.0 coa_x + 4.0 h2o_x + 4.0 nad_x + 4.0 o2_x + pmtcoa_x --> 4.0 accoa_x + 4.0 h2o2_x + 8.0 h_x + 4.0 nadh_x + occoa_x,"(0.0, 100.0)",Fatty acid oxidation
1672,FAOXC161802m,Beta oxidation  fatty acid,4.0 coa_m + 3.0 fad_m + 4.0 h2o_m + hdd2coa_m + 4.0 nad_m --> 4.0 accoa_m + 3.0 fadh2_m + 5.0 h_m + 4.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1673,FAOXC16180m,Beta oxidation  fatty acid,4.0 coa_m + 3.0 fad_m + 4.0 h2o_m + hdcoa_m + 4.0 nad_m --> 4.0 accoa_m + 3.0 fadh2_m + 4.0 h_m + 4.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1674,FAOXC170m,Beta oxidation of long chain fatty acid (odd chain),7.0 coa_m + 7.0 fad_m + 7.0 h2o_m + hpdcacoa_m + 7.0 nad_m --> 7.0 accoa_m + 7.0 fadh2_m + 7.0 h_m + 7.0 nadh_m + ppcoa_m,"(0.0, 100.0)",Fatty acid oxidation
1675,FAOXC180,Beta oxidation of long chain fatty acid,coa_m + fad_m + h2o_m + nad_m + stcoa_m --> accoa_m + fadh2_m + h_m + nadh_m + pmtcoa_m,"(0.0, 100.0)",Fatty acid oxidation
1676,FAOXC180x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + o2_x + stcoa_x --> accoa_x + h2o2_x + 2.0 h_x + nadh_x + pmtcoa_x,"(0.0, 100.0)",Fatty acid oxidation
1677,FAOXC1811601m,Beta oxidation  fatty acid,5.0 coa_m + 4.0 fad_m + 5.0 h2o_m + 5.0 nad_m + od2coa_m --> 5.0 accoa_m + 4.0 fadh2_m + 6.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1678,FAOXC1811602m,Beta oxidation  fatty acid,5.0 coa_m + 4.0 fad_m + 5.0 h2o_m + 5.0 nad_m + vacccoa_m --> 5.0 accoa_m + 4.0 fadh2_m + 6.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1679,FAOXC1811603m,Beta oxidation  fatty acid,5.0 coa_m + 4.0 fad_m + 5.0 h2o_m + 5.0 nad_m + odecoa_m --> 5.0 accoa_m + 4.0 fadh2_m + 5.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1680,FAOXC182806m,Beta oxidation of fatty acid,5.0 coa_m + 3.0 fad_m + 5.0 h2o_m + lnlccoa_m + 5.0 nad_m --> 5.0 accoa_m + 3.0 fadh2_m + 7.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1681,FAOXC18280m,Beta oxidation of fatty acid,5.0 coa_m + 3.0 fad_m + 5.0 h2o_m + lneldccoa_m + 5.0 nad_m --> 5.0 accoa_m + 3.0 fadh2_m + 6.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1682,FAOXC183803m,Beta oxidation of fatty acid,5.0 coa_m + 2.0 fad_m + 5.0 h2o_m + lnlncacoa_m + 5.0 nad_m --> 5.0 accoa_m + 2.0 fadh2_m + 8.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1683,FAOXC183806m,Beta oxidation of fatty acid,5.0 coa_m + 5.0 h2o_m + lnlncgcoa_m + 5.0 nad_m + 2.0 o2_m --> 5.0 accoa_m + 2.0 h2o2_m + 10.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1684,FAOXC183806x,Beta oxidation of long chain fatty acid,5.0 coa_x + 5.0 h2o_x + lnlncgcoa_x + 5.0 nad_x + 2.0 o2_x --> 5.0 accoa_x + 2.0 h2o2_x + 10.0 h_x + 5.0 nadh_x + occoa_x,"(0.0, 100.0)",Fatty acid oxidation
1685,FAOXC18480m,Beta oxidation of fatty acid,5.0 coa_m + fad_m + 5.0 h2o_m + 5.0 nad_m + strdnccoa_m --> 5.0 accoa_m + fadh2_m + 9.0 h_m + 5.0 nadh_m + occoa_m,"(0.0, 100.0)",Fatty acid oxidation
1686,FAOXC18480x,Beta oxidation of long chain fatty acid,5.0 coa_x + 5.0 h2o_x + 5.0 nad_x + o2_x + strdnccoa_x --> 5.0 accoa_x + h2o2_x + 10.0 h_x + 5.0 nadh_x + occoa_x,"(0.0, 100.0)",Fatty acid oxidation
1687,FAOXC200180m,Beta oxidation of long chain fatty acid,arachcoa_m + coa_m + fad_m + h2o_m + nad_m --> accoa_m + fadh2_m + h_m + nadh_m + stcoa_m,"(0.0, 100.0)",Fatty acid oxidation
1688,FAOXC200180x,Beta oxidation of long chain fatty acid,arachcoa_x + coa_x + h2o_x + nad_x + o2_x --> accoa_x + h2o2_x + 2.0 h_x + nadh_x + stcoa_x,"(0.0, 100.0)",Fatty acid oxidation
1689,FAOXC2031836m,Beta oxidation of fatty acid,coa_m + dlnlcgcoa_m + fad_m + h2o_m + nad_m --> accoa_m + fadh2_m + h_m + lnlncgcoa_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1690,FAOXC204,Beta oxidation of long chain fatty acid,arachdcoa_m + 9.0 coa_m + 5.0 fad_m + 9.0 h2o_m + 9.0 nad_m --> 10.0 accoa_m + 5.0 fadh2_m + 13.0 h_m + 9.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1691,FAOXC204184m,Beta oxidation  fatty acid,coa_m + eicostetcoa_m + fad_m + h2o_m + nad_m --> accoa_m + fadh2_m + h_m + nadh_m + strdnccoa_m,"(0.0, 100.0)",Fatty acid oxidation
1692,FAOXC2051843m,Beta oxidation of fatty acid,coa_m + h2o_m + nad_m + tmndnccoa_m --> accoa_m + 2.0 h_m + nadh_m + strdnccoa_m,"(0.0, 100.0)",Fatty acid oxidation
1693,FAOXC2051843x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + tmndnccoa_x --> accoa_x + 2.0 h_x + nadh_x + strdnccoa_x,"(0.0, 100.0)",Fatty acid oxidation
1694,FAOXC2242046m,Beta oxidation of long chain fatty acid,adrncoa_m + coa_m + fad_m + h2o_m + nad_m --> accoa_m + arachdcoa_m + fadh2_m + h_m + nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1695,FAOXC2242046x,Beta oxidation of long chain fatty acid,adrncoa_x + coa_x + h2o_x + nad_x + o2_x --> accoa_x + arachdcoa_x + h2o2_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1696,FAOXC2251836m,Beta oxidation of fatty acid,2.0 coa_m + dcsptn1coa_m + 2.0 h2o_m + 2.0 nad_m --> 2.0 accoa_m + 4.0 h_m + lnlncgcoa_m + 2.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1697,FAOXC2251836x,Beta oxidation of long chain fatty acid,2.0 coa_x + dcsptn1coa_x + 2.0 h2o_x + 2.0 nad_x --> 2.0 accoa_x + 4.0 h_x + lnlncgcoa_x + 2.0 nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1698,FAOXC2252053m,Beta oxidation of long chain fatty acid,coa_m + dcsptn1coa_m + h2o_m + nad_m + o2_m --> accoa_m + h2o2_m + 2.0 h_m + nadh_m + tmndnccoa_m,"(0.0, 100.0)",Fatty acid oxidation
1699,FAOXC2252053x,Beta oxidation of long chain fatty acid,coa_x + dcsptn1coa_x + h2o_x + nad_x + o2_x --> accoa_x + h2o2_x + 2.0 h_x + nadh_x + tmndnccoa_x,"(0.0, 100.0)",Fatty acid oxidation
1700,FAOXC226,Beta oxidation of long chain fatty acid,c226coa_m + 10.0 coa_m + 4.0 fad_m + 10.0 h2o_m + 10.0 nad_m --> 11.0 accoa_m + 4.0 fadh2_m + 16.0 h_m + 10.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1701,FAOXC226205m,Beta oxidation of long chain fatty acid,c226coa_m + coa_m + h2o_m + nad_m --> accoa_m + 2.0 h_m + nadh_m + tmndnccoa_m,"(0.0, 100.0)",Fatty acid oxidation
1702,FAOXC226205x,Beta oxidation of long chain fatty acid,c226coa_x + coa_x + h2o_x + nad_x --> accoa_x + 2.0 h_x + nadh_x + tmndnccoa_x,"(0.0, 100.0)",Fatty acid oxidation
1703,FAOXC240200x,Beta oxidation of long chain fatty acid,2.0 coa_x + 2.0 h2o_x + lgnccoa_x + 2.0 nad_x + 2.0 o2_x --> 2.0 accoa_x + arachcoa_x + 2.0 h2o2_x + 4.0 h_x + 2.0 nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1704,FAOXC241181x,Beta oxidation of long chain fatty acid,3.0 coa_x + 3.0 h2o_x + 3.0 nad_x + nrvnccoa_x + 3.0 o2_x --> 3.0 accoa_x + 3.0 h2o2_x + 7.0 h_x + 3.0 nadh_x + odecoa_x,"(0.0, 100.0)",Fatty acid oxidation
1705,FAOXC2442246x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + o2_x + tettet6coa_x --> accoa_x + adrncoa_x + h2o2_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1706,FAOXC2452253x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + o2_x + tetpent3coa_x --> accoa_x + clpndcoa_x + h2o2_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1707,FAOXC2452256x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + o2_x + tetpent6coa_x --> accoa_x + dcsptn1coa_x + h2o2_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1708,FAOXC246226x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + nad_x + o2_x + tethex3coa_x --> accoa_x + c226coa_x + h2o2_x + 2.0 h_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1709,FAOXC260240x,Beta oxidation of long chain fatty acid,coa_x + h2o_x + hexccoa_x + nad_x + o2_x --> accoa_x + h2o2_x + 2.0 h_x + lgnccoa_x + nadh_x,"(0.0, 100.0)",Fatty acid oxidation
1710,FAOXC80,Beta oxidation of med/long chain fatty acid,3.0 coa_m + 3.0 fad_m + 3.0 h2o_m + 3.0 nad_m + occoa_m --> 4.0 accoa_m + 3.0 fadh2_m + 3.0 h_m + 3.0 nadh_m,"(0.0, 100.0)",Fatty acid oxidation
1711,FAS100COA,fatty acyl-CoA synthase (n-C10:0CoA),5.0 h_c + malcoa_c + 2.0 nadph_c + occoa_c --> co2_c + coa_c + dcacoa_c + h2o_c + 2.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1712,FAS120COA,fatty-acyl-CoA synthase (n-C12:0CoA),dcacoa_c + 5.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddcacoa_c + h2o_c + 2.0 nadp_c,"(0.0, 100.0)",Fatty acid synthesis
1713,FAS140COA,fatty-acyl-CoA synthase (n-C14:0CoA),ddcacoa_c + 5.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + tdcoa_c,"(0.0, 100.0)",Fatty acid synthesis
1714,FAS160COA,fatty-acyl-CoA synthase (n-C16:0CoA),5.0 h_c + malcoa_c + 2.0 nadph_c + tdcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + pmtcoa_c,"(0.0, 100.0)",Fatty acid synthesis
1715,FAS180COA,fatty-acyl-CoA synthase (n-C18:0CoA),5.0 h_c + malcoa_c + 2.0 nadph_c + pmtcoa_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + stcoa_c,"(0.0, 100.0)",Fatty acid synthesis
1716,FAS80COA_L,"fatty acyl-CoA synthase (n-C8:0CoA), lumped reaction",accoa_c + 15.0 h_c + 3.0 malcoa_c + 6.0 nadph_c --> 3.0 co2_c + 3.0 coa_c + 3.0 h2o_c + 6.0 nadp_c + occoa_c,"(0.0, 100.0)",Fatty acid synthesis
1717,FATP1t,fatty acid electroneutral transport,hdca_c + na1_c <=> hdca_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1718,FATP2t,fatty acid electroneutral transport,na1_c + ocdcea_c <=> na1_e + ocdcea_e,"(-100.0, 100.0)","Transport, extracellular"
1719,FATP3t,fatty acid electroneutral transport,na1_c + ocdca_c <=> na1_e + ocdca_e,"(-100.0, 100.0)","Transport, extracellular"
1720,FATP4t,fatty acid electroneutral transport,arach_c + na1_c <=> arach_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1721,FATP5t,fatty acid electroneutral transport,arachd_c + na1_c <=> arachd_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1722,FATP6t,fatty acid electroneutral transport,adrn_c + na1_c <=> adrn_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1723,FATP7t,fatty acid electroneutral transport,crvnc_c + na1_c <=> crvnc_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1724,FATP8t,fatty acid electroneutral transport,lgnc_c + na1_c <=> lgnc_e + na1_e,"(-100.0, 100.0)","Transport, extracellular"
1725,FATP9t,fatty acid electroneutral transport,na1_c + nrvnc_c <=> na1_e + nrvnc_e,"(-100.0, 100.0)","Transport, extracellular"
1726,FBA,fructose-bisphosphate aldolase,fdp_c <=> dhap_c + g3p_c,"(-100.0, 100.0)",Glycolysis/gluconeogenesis
1727,FBA2,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,f1p_c <=> dhap_c + glyald_c,"(-100.0, 100.0)",Fructose and mannose metabolism
1728,FBA4,D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,xu1p_D_c <=> dhap_c + gcald_c,"(-100.0, 100.0)",Glyoxylate and dicarboxylate metabolism
1729,FBA5,D-Tagatose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,tag1p_D_c <=> dhap_c + glyald_c,"(-100.0, 100.0)",Galactose metabolism
1730,FBP,fructose-bisphosphatase,fdp_c + h2o_c --> f6p_c + pi_c,"(0.0, 100.0)",Glycolysis/gluconeogenesis
1731,FBP26,"Fructose-2,6-bisphosphate 2-phosphatase",f26bp_c + h2o_c --> f6p_c + pi_c,"(0.0, 100.0)",Fructose and mannose metabolism
1732,FCLTm,"Ferrochelatase, mitochondrial",fe2_m + ppp9_m --> 2.0 h_m + pheme_m,"(0.0, 100.0)",Heme synthesis
1733,FCOAH,formyl coa hydrolase,formcoa_c + h2o_c --> coa_c + for_c + h_c,"(0.0, 100.0)",Fatty acid oxidation
1734,FDH,formate dehydrogenase,for_c + nad_c --> co2_c + h_c + nadh_c,"(0.0, 100.0)",Fatty acid oxidation
1735,FE2t,iron (II) transport,fe2_e --> fe2_c,"(0.0, 100.0)","Transport, extracellular"
1736,FE2tm,iron (II) transport,fe2_c + h_c --> fe2_m + h_m,"(0.0, 100.0)","Transport, mitochondrial"
1737,FE3R2e,Fe(III) reduction (ascorbate),ascb_L_e + 2.0 fe3_e --> dhdascb_e + 2.0 fe2_e + 2.0 h_e,"(0.0, 100.0)",Heme synthesis
1738,FK,Fucokinase,atp_c + fuc_L_c --> adp_c + fuc1p_L_c + h_c,"(0.0, 100.0)",Fructose and mannose metabolism
1739,FKYNH,N-Formyl-L-kynurenine amidohydrolase,Lfmkynr_c + h2o_c --> Lkynr_c + for_c + h_c,"(0.0, 100.0)",Tryptophan metabolism
1740,FMNAT,FMN adenylyltransferase,atp_c + fmn_c --> fad_c + ppi_c,"(0.0, 100.0)",Vitamin B2 metabolism
1741,FOLR2,folate reductase,fol_c + 2.0 h_c + nadph_c --> dhf_c + nadp_c,"(0.0, 100.0)",Folate metabolism
1742,FOLt2,folate transport via anion exchange,fol_e + h2o_c <=> fol_c + h2o_e,"(-100.0, 100.0)","Transport, extracellular"
1743,FORMCOAtx,formyl coa transport,formcoa_x <=> formcoa_c,"(-100.0, 100.0)","Transport, peroxisomal"
1744,FORt2m,formate mitochondrial transport,for_m <=> for_c,"(-100.0, 100.0)","Transport, mitochondrial"
1745,FORtr,"FOR transporter, endoplasmic reticulum",for_c <=> for_r,"(-100.0, 100.0)","Transport, endoplasmic reticular"
1746,FORtrn,"Formate transport, nuclear",for_c <=> for_n,"(-100.0, 100.0)","Transport, nuclear"
1747,FPGS,folylpolyglutamate synthetase,atp_c + 4.0 glu_L_c + thf_c --> 5thf_c + adp_c + 3.0 h2o_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1748,FPGS2,folylpolyglutamate synthetase,5thf_c + atp_c + glu_L_c --> 6thf_c + adp_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1749,FPGS2m,"folylpolyglutamate synthetase, mitochondrial",5thf_m + atp_m + glu_L_m --> 6thf_m + adp_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1750,FPGS3,folylpolyglutamate synthetase,6thf_c + atp_c + glu_L_c --> 7thf_c + adp_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1751,FPGS3m,"folylpolyglutamate synthetase, mitochondrial",6thf_m + atp_m + glu_L_m --> 7thf_m + adp_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1752,FPGS4,folylpolyglutamate synthetase (DHF),atp_c + dhf_c + 4.0 glu_L_c --> 5dhf_c + adp_c + 3.0 h2o_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1753,FPGS4m,"folylpolyglutamate synthetase (DHF), mitochondrial",atp_m + dhf_m + 4.0 glu_L_m --> 5dhf_m + adp_m + 3.0 h2o_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1754,FPGS5,folylpolyglutamate  synthetase (DHF),5dhf_c + atp_c + glu_L_c + 5.0 h_c --> 6dhf_c + adp_c + pi_c,"(0.0, 100.0)",Folate metabolism
1755,FPGS5m,"folylpolyglutamate  synthetase (DHF), mitochondrial",5dhf_m + atp_m + glu_L_m + 5.0 h_m --> 6dhf_m + adp_m + pi_m,"(0.0, 100.0)",Folate metabolism
1756,FPGS6,folylpolyglutamate synthetase (DHF),6dhf_c + atp_c + glu_L_c --> 7dhf_c + adp_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1757,FPGS6m,"folylpolyglutamate synthetase (DHF), mitochondrial",6dhf_m + atp_m + glu_L_m --> 7dhf_m + adp_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1758,FPGS7,folylpolyglutamate synthetase (10fthf),10fthf_c + atp_c + 4.0 glu_L_c --> 10fthf5glu_c + adp_c + 3.0 h2o_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1759,FPGS7m,"folylpolyglutamate synthetase (10fthf), mitochondrial",10fthf_m + atp_m + 4.0 glu_L_m --> 10fthf5glu_m + adp_m + 3.0 h2o_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1760,FPGS8,folylpolyglutamate synthetase (10fthf),10fthf5glu_c + atp_c + glu_L_c --> 10fthf6glu_c + adp_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1761,FPGS8m,"folylpolyglutamate synthetase (10fthf), mitochondrial",10fthf5glu_m + atp_m + glu_L_m --> 10fthf6glu_m + adp_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1762,FPGS9,folylpolyglutamate synthetase (10fthf),10fthf6glu_c + atp_c + glu_L_c --> 10fthf7glu_c + adp_c + h_c + pi_c,"(0.0, 100.0)",Folate metabolism
1763,FPGS9m,"folylpolyglutamate synthetase (10fthf), mitochondrial",10fthf6glu_m + atp_m + glu_L_m --> 10fthf7glu_m + adp_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1764,FPGSm,"folylpolyglutamate synthetase, mitochondrial",atp_m + 4.0 glu_L_m + thf_m --> 5thf_m + adp_m + 3.0 h2o_m + h_m + pi_m,"(0.0, 100.0)",Folate metabolism
1765,FRDPtc,"lipid, flip-flop intracellular transport",frdp_x <=> frdp_c,"(-100.0, 100.0)","Transport, peroxisomal"
1766,FRDPtr,"lipid, flip-flop intracellular transport",frdp_x <=> frdp_r,"(-100.0, 100.0)","Transport, peroxisomal"
1767,FRTT,farnesyltranstransferase,frdp_c + ipdp_c --> ggdp_c + h_c + ppi_c,"(0.0, 100.0)",Cholesterol metabolism
1768,FRUt1r,D-fructose transport in via uniport,fru_e <=> fru_c,"(-100.0, 100.0)","Transport, extracellular"
1769,FRUt4,D-fructose transport  via sodium cotransport,fru_e + na1_e <=> fru_c + na1_c,"(-100.0, 100.0)","Transport, extracellular"
1770,FT,"farnesyltranstransferase (trans,trans,cis-geranylgeranyl diphosphate-generating)",frdp_c + ipdp_c --> h_c + ppi_c + ttc_ggdp_c,"(0.0, 100.0)",N-glycan synthesis
1771,FTCD,formimidoyltransferase cyclodeaminase,5forthf_c + 3.0 h_c --> methf_c + nh4_c,"(0.0, 100.0)",Folate metabolism
1772,FTHFCL,5-formethyltetrahydrofolate cyclo-ligase,5fthf_c + atp_c + h_c --> adp_c + methf_c + pi_c,"(0.0, 100.0)",Folate metabolism
1773,FTHFDH,formyltetrahydrofolate dehydrogenase,10fthf_c + h2o_c + nadp_c --> co2_c + 2.0 h_c + nadph_c + thf_c,"(0.0, 100.0)",Folate metabolism
1774,FTHFL,Formate-tetrahydrofolate ligase,atp_c + for_c + thf_c --> 10fthf_c + adp_c + pi_c,"(0.0, 100.0)",Folate metabolism
1775,FTHFLm,"formate-tetrahydrofolate ligase, mitochondrial",atp_m + for_m + thf_m --> 10fthf_m + adp_m + pi_m,"(0.0, 100.0)",Folate metabolism
1776,FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,blood group intracellular transport,fuc13galacglcgal14acglcgalgluside_hs_e <=> fuc13galacglcgal14acglcgalgluside_hs_c,"(-100.0, 100.0)","Transport, extracellular"
1777,FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,blood group intracellular transport,fuc13galacglcgal14acglcgalgluside_hs_g <=> fuc13galacglcgal14acglcgalgluside_hs_c,"(-100.0, 100.0)","Transport, golgi apparatus"
