,Metabolite ID,Metabolite Name,Dual solution
1540,fucfucfucgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1,-0.0
1541,fucfucgalacglcgalgluside_hs_c,Leb Glycolipid,0.0
1542,fucfucgalacglcgalgluside_hs_g,Leb Glycolipid,0.0
1543,fucgal14acglcgalgluside_hs_c,Lacto-N-Fucopentaosyl Iii Ceramide,0.0
1544,fucgal14acglcgalgluside_hs_g,Lacto-N-Fucopentaosyl Iii Ceramide,0.0
1545,fucgalfucgalacglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,0.0
1546,fucgalfucgalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1,-0.0
1547,fucgalgbside_hs_c,Fucosyl Galactosylgloboside,0.0
1548,fucgalgbside_hs_g,Fucosyl Galactosylgloboside,0.0
1549,4fumacac_c,4-Fumarylacetoacetate,0.0
1550,fum_m,Fumarate,-3.1842056241604107e-17
1551,so4_m,Sulfate,1.527280649755353e-16
1552,so4_c,Sulfate,1.419408777998755e-16
1553,tsul_m,Thiosulfate,1.0787187175659808e-17
1554,tsul_c,Thiosulfate,0.0
1555,acngalacglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)1 (Cer)1,4.163336342344337e-17
1556,fucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)1 (Cer)1,8.326672684688674e-17
1557,fucfucgalacglc13galacglcgal14acglcgalgluside_hs_g,(Gal)4 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1,4.163336342344337e-17
1558,acngal14acglcgalgluside_hs_g,"Alpha-N-Acetylneuraminyl-2,3-Beta-D-Galactosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-1,3-Beta-D-Galactosyl-1,4-D-Glucosylceramide",4.163336342344337e-17
1559,fucfucgalacglcgal14acglcgalgluside_hs_g,(Gal)3 (Glc)1 (GlcNac)2 (LFuc)2 (Cer)1,4.163336342344337e-17
1560,fuc132galacglcgal14acglcgalgluside_hs_g,V3Fuc-Nlc6Cer,4.163336342344337e-17
1561,ksii_core4_pre1_g,"Keratan Sulfate Ii Biosynthesis, Precursor 1",0.0
1562,ksii_core4_pre6_g,"Keratan Sulfate Ii Biosynthesis, Precursor 6",0.0
1563,ksii_core4_pre9_g,"Keratan Sulfate Ii Biosynthesis, Precursor 9",0.0
1564,ksii_core4_pre10_g,"Keratan Sulfate Ii Biosynthesis, Precursor 10",0.0
1565,ksii_core2_pre1_g,"Keratan Sulfate Ii Biosynthesis, Precursor 1",0.0
1566,ksii_core2_pre6_g,"Keratan Sulfate Ii Biosynthesis, Precursor 6",0.0
1567,ksii_core2_pre9_g,"Keratan Sulfate Ii Biosynthesis, Precursor 9",0.0
1568,ksii_core2_pre10_g,"Keratan Sulfate Ii Biosynthesis, Precursor 10",0.0
1569,glyc3p_c,Glycerol 3-Phosphate,-0.015552025280377019
1570,glu5sa_m,L-Glutamate 5-Semialdehyde,4.244253638838781e-17
1571,1pyr5c_m,1-Pyrroline-5-Carboxylate,2.7755575615628914e-17
1572,glu5p_m,L-Glutamate 5-Phosphate,5.3363356793658246e-17
1573,6pgl_r,"6-Phospho-D-Glucono-1,5-Lactone",-6.006108293826098e-17
1574,g6p_c,D-Glucose 6-Phosphate,-2.5546407064193654e-18
1575,gudac_c,Guanidinoacetic Acid,-3.895132424903504e-17
1576,gacpail_hs_c,Glucosaminyl-Acylphosphatidylinositol,0.0
1577,gacpail_hs_r,Glucosaminyl-Acylphosphatidylinositol,0.0
1578,paps_g,3'-Phosphoadenylyl Sulfate,-0.046656075841130844
1579,pap_g,"Adenosine 3,5-Bismonophosphate",-0.04665607584113078
1580,sgalside_hs_g,Sulfatide Galactocerebroside,1.1102230246251564e-16
1581,galside_hs_g,D-Galactosyl-N-Acylsphingosine,0.0
1582,galacglcgalgbside_hs_c,Gal-GlcNac-Gal Globoside,0.0
1583,gal_l,D-Galactose,-1.0023711982676839e-16
1584,ksi_deg26_l,"Keratan Sulfate I, Degradation Product 26",0.0
1585,ksi_deg27_l,"Keratan Sulfate I, Degradation Product 27",1.1102230246251564e-16
1586,ksi_deg29_l,"Keratan Sulfate I, Degradation Product 29",0.0
1587,ksi_deg30_l,"Keratan Sulfate I, Degradation Product 30",1.1102230246251564e-16
1588,ksi_deg32_l,"Keratan Sulfate I, Degradation Product 32",0.0
1589,ksi_deg33_l,"Keratan Sulfate I, Degradation Product 33",1.1102230246251564e-16
1590,ksi_deg35_l,"Keratan Sulfate I, Degradation Product 35",0.0
1591,ksi_deg36_l,"Keratan Sulfate I, Degradation Product 36",1.1102230246251564e-16
1592,ksi_deg38_l,"Keratan Sulfate I, Degradation Product 38",0.0
1593,ksi_deg39_l,"Keratan Sulfate I, Degradation Product 39",0.0
1594,ksi_deg40_l,"Keratan Sulfate I, Degradation Product 40",0.0
1595,ksi_deg41_l,"Keratan Sulfate I, Degradation Product 41",0.0
1596,ksii_core2_deg2_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 2",-1.1102230246251564e-16
1597,ksii_core2_deg3_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 3",1.1102230246251564e-16
1598,ksii_core2_deg5_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 5",0.0
1599,ksii_core2_deg6_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 6",1.1102230246251564e-16
1600,ksii_core2_deg8_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 8",0.0
1601,ksii_core2_deg9_l,"Keratan Sulfate Ii (Core 2-Linked), Degradation Product 9",0.0
1602,core6_l,Core 6,0.0
1603,l2n2m2mn_l,"De-Fuc, Reducing GlcNac Removed, De-Sia Form Of Pa6 (W/O Peptide Linkage)",0.0
1604,ksii_core4_deg2_l,"Keratan Sulfate Ii (Core 4-Linked), Degradation Product 2",-1.1102230246251564e-16
1605,ksii_core4_deg3_l,"Keratan Sulfate Ii (Core 4-Linked), Degradation Product 3",1.1102230246251564e-16
1606,ksi_deg5_l,"Keratan Sulfate I, Degradation Product 5",-1.1102230246251564e-16
1607,ksi_deg6_l,"Keratan Sulfate I, Degradation Product 6",1.1102230246251564e-16
1608,ksi_deg8_l,"Keratan Sulfate I, Degradation Product 8",0.0
1609,ksi_deg9_l,"Keratan Sulfate I, Degradation Product 9",1.1102230246251564e-16
1610,ksi_deg11_l,"Keratan Sulfate I, Degradation Product 11",0.0
1611,ksi_deg12_l,"Keratan Sulfate I, Degradation Product 12",1.1102230246251564e-16
1612,ksi_deg14_l,"Keratan Sulfate I, Degradation Product 14",0.0
1613,ksi_deg15_l,"Keratan Sulfate I, Degradation Product 15",1.1102230246251564e-16
1614,ksi_deg17_l,"Keratan Sulfate I, Degradation Product 17",0.0
1615,ksi_deg18_l,"Keratan Sulfate I, Degradation Product 18",1.1102230246251564e-16
1616,ksi_deg20_l,"Keratan Sulfate I, Degradation Product 20",0.0
1617,ksi_deg21_l,"Keratan Sulfate I, Degradation Product 21",1.1102230246251564e-16
1618,ksi_deg23_l,"Keratan Sulfate I, Degradation Product 23",0.0
1619,ksi_deg24_l,"Keratan Sulfate I, Degradation Product 24",1.1102230246251564e-16
1620,galfuc12gal14acglcgalgluside_hs_c,(Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1,0.0
1621,galfucgalacglcgal14acglcgalgluside_hs_c,(Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1,0.0
1622,galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_c,(Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1,0.0
1623,galgalgalthcrm_hs_c,Gal-Gal-Gal-Gal-Gal-Glc-Cer,0.0
1624,galgluside_hs_l,Galactosyl Glucosyl Ceramide,1.218074850982629e-16
1625,gm3_hs_g,Alpha-N-Acetylneuraminosyl-(2->3)-Beta-D-Galactosyl-(1->4)-Beta-D-Glucosylceramide,0.0
1626,gd3_hs_g,Gd3,0.0
1627,gt3_hs_g,Gt3,0.0
1628,cs_hs_linkage_g,Chondroitin Sulfate/Heparan Sulfate Linkage Region (Glca-(Gal)2-Xyl-L-Ser (Protein)),-2.0816681711721685e-17
1629,cs_pre_g,Chondroitin Sulfate Precursor (GalNac-Glca-(Gal)2-Xyl-L-Ser (Protein)),9.71445146547012e-17
1630,cs_a_b_pre2_g,"Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 2",7.632783294297951e-17
1631,cs_a_b_pre3_g,"Chondroitin Sulfate A (GalNac4S-Glca) And B (Idoa2S-GalNac4S), Precursor 3",1.9951497992228042e-16
1632,cs_c_pre2_g,"Chondroitin Sulfate C (GalNac6S-Glca), Precursor 2",7.632783294297951e-17
1633,cs_c_pre3_g,"Chondroitin Sulfate C (GalNac6S-Glca), Precursor 3",1.9951497992228042e-16
1634,cs_d_pre3_g,"Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 3",7.632783294297951e-17
1635,cs_d_pre4_g,"Chondroitin Sulfate D (GlcNac6S-Glca2S), Precursor 4",1.9951497992228042e-16
1636,cs_e_pre3_g,"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 3",7.632783294297951e-17
1637,cs_e_pre4_g,"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 4",1.9951497992228042e-16
1638,Ser_Thr_g,Protein-Linked Serine Or Threonine Residue (O-Glycosylation Site),-2.5673907444456745e-16
1639,gal_c,D-Galactose,-5.551115123125783e-17
1640,galt_c,Galactitol,-0.0
1641,galside_hs_c,D-Galactosyl-N-Acylsphingosine,-0.0
1642,gal_e,D-Galactose,-5.551115123125783e-17
1643,lxser_g,Gal-Xyl-L-Ser (Protein),0.0
1644,l2xser_g,(Gal)2-Xyl-L-Ser (Protein),0.0
1645,xser_g,Xyl-L-Ser (Protein),0.0
1646,gam_e,D-Glucosamine,0.0
1647,gam_c,D-Glucosamine,0.0
1648,malt_e,Maltose,0.0
1649,oagd3_hs_c,9-O-Acetylated Gd3,0.0
1650,gd3_hs_c,Gd3,0.0
1651,oagd3_hs_g,9-O-Acetylated Gd3,0.0
1652,oagt3_hs_c,9-O-Acetylated Gt3,0.0
1653,gt3_hs_c,Gt3,0.0
1654,oagt3_hs_g,9-O-Acetylated Gt3,0.0
1655,gar_c,N1-(5-Phospho-D-Ribosyl)Glycinamide,0.0
1656,fgam_c,N2-Formyl-N1-(5-Phospho-D-Ribosyl)Glycinamide,0.0
1657,n2m2nmasn_l,"N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,3-(N-Acetyl-Beta-D-Glucosaminyl-1,2-Alpha-D-Mannosyl-1,6)-(N-Acetyl-Beta-D-Glucosaminyl-1,4)-Beta-D-Mannosyl-1,4-N-Acetyl-Beta-D-Glucosaminyl-R",0.0
1658,glc_D_l,D-Glucose,0.0
1659,gluside_hs_l,D-Glucosyl-N-Acylsphingosine,0.0
1660,gbside_hs_c,Globoside,-0.0
1661,gbside_hs_l,Globoside,0.0
1662,gcald_m,Glycolaldehyde,2.7755575615628914e-17
1663,glyclt_m,Glycolate,-0.0
1664,lpam_m,Lipoamide,-6.497216139113871e-17
1665,alpam_m,S-Aminomethyldihydrolipoamide,0.0
1666,mlthf_m,"5,10-Methylenetetrahydrofolate",6.739973925888778e-17
1667,dhlam_m,Dihydrolipoamide,-9.461010159880876e-18
1668,lpro_m,Lipoylprotein,-5.551115123125783e-17
1669,alpro_m,S-Aminomethyldihydrolipoylprotein,-7.738200103484531e-18
1670,dhlpro_m,Dihydrolipolprotein,0.0
1671,gchola_c,Glycocholate,1.532784423851618e-17
1672,gd1b2_hs_c,Gd1Beta,0.0
1673,gd1b2_hs_g,Gd1Beta,0.0
1674,gd1c_hs_c,Gd1C,0.0
1675,gd1c_hs_g,Gd1C,0.0
1676,gmp_g,Guanosine-5'-Monophosphate,-0.04665607584113081
1677,gmp_c,Guanosine-5'-Monophosphate,-0.04665607584113081
1678,gdpddman_c,Guanosine-5'-Diphosphate-4-Dehydro-6-Deoxy-Alpha-D-Mannose,-0.09331215168226188
1679,glu_L_l,L-Glutamate,1.398504400267261e-17
1680,thf_l,"5,6,7,8-Tetrahydrofolate",1.6516308986573513e-17
1681,5oxpro_c,5-Oxoprolinate,0.0
1682,Tyr_ggn_c,Tyr-194 Of Apo-Glycogenin Protein (Primer For Glycogen Synthesis),1.788248494493559e-17
1683,udpg_c,Uridine-5'-Diphosphate-Glucose,-0.09331215168226208
1684,ggn_c,"Primed Glycogenin (Glycogenin-8[1,4-Glc])",-8.702959347551896e-16
1685,ttc_ggdp_c,"Trans,Trans,Cis-Geranylgeranyl Diphosphate",-0.046656075841131316
1686,glu_L_r,L-Glutamate,3.59550637593686e-17
1687,leuktrC4_r,Leukotriene C4,-1.4854160640349403e-17
1688,leuktrD4_r,Leukotriene D4,0.0
1689,leuktrE4_c,Leukotriene E4,2.5546407064193654e-18
1690,leuktrF4_c,Leukotriene F4,3.681560367500229e-17
1691,ser_L_m,L-Serine,2.6157628958362938e-17
1692,3htmelys_c,"3-Hydroxy-N6,N6,N6-Trimethyl-L-Lysine",0.0
1693,4tmeabut_c,4-Trimethylammoniobutanal,0.0
1694,glac_c,"D-Glucurono-6,3-Lactone",-8.78166585538899e-17
1695,glcr_c,D-Glucarate,0.0
1696,glac_r,"D-Glucurono-6,3-Lactone",-8.78166585538899e-17
1697,glygn2_c,"Glycogen, Structure 2 (Glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",-1.1478516909114787e-15
1698,glygn1_c,"Glycogen, Structure 1 (Glycogenin-11[1,4-Glc])",-1.1478516909114787e-15
1699,hs_deg9_l,"Heparan Sulfate, Degradation Product 9",0.0
1700,glcur_l,D-Glucuronate,1.547487600623551e-17
1701,hs_deg10_l,"Heparan Sulfate, Degradation Product 10",1.1102230246251564e-16
1702,cs_a_deg2_l,"Chondroitin Sulfate A (GalNac4S-Glca), Degradation Product 2",0.0
1703,cs_a_deg3_l,"Chondroitin Sulfate A (GalNac4S-Glca), Degradation Product 3",1.1102230246251564e-16
1704,cs_c_deg2_l,"Chondroitin Sulfate C (GalNac6S-Glca), Degradation Product 2",0.0
1705,cs_c_deg3_l,"Chondroitin Sulfate C (GalNac6S-Glca), Degradation Product 3",1.1102230246251564e-16
1706,cs_d_deg3_l,"Chondroitin Sulfate D (GlcNac6S-Glca2S), Degradation Product 3",0.0
1707,cs_d_deg4_l,"Chondroitin Sulfate D (GlcNac6S-Glca2S), Degradation Product 4",1.1102230246251564e-16
1708,cs_e_deg3_l,"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Degradation Product 3",0.0
1709,cs_e_deg4_l,"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Degradation Product 4",1.1102230246251564e-16
1710,ha_l,Hyaluronan,0.0
1711,ha_deg1_l,Hyaluronan Degradation Product 1,0.0
1712,ha_pre1_l,"Hyaluronan Biosynthesis, Precursor 1",0.0
1713,cs_b_pre4_g,"Chondroitin Sulfate B (Idoa2S-GalNac4S), Precursor 4",0.0
1714,hs_pre10_g,(Glcn2S-Glca)4-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),0.0
1715,hs_pre11_g,(Glcn2S-Idoa-Glcn2S-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),0.0
1716,cs_a_b_e_pre1_g,"Chondroitin Sulfate A (GalNac4S-Glca), B (Idoa2S-GalNac4S), And E (GalNac4,6Dis-Glca), Precursor 1",0.0
1717,udpglcur_g,Uridine-5'-Diphosphate-Glucuronate,4.163336342344337e-17
1718,cs_c_d_e_pre1_g,"Chondroitin Sulfate C (GalNac6S-Glca) And D (GlcNac6S-Glca2S), Precursor 1",0.0
1719,cs_d_pre2_g,Chondroitin Sulfate D (GlcNac6S-Glca2S) Precursor 2,0.0
1720,cs_e_pre2_g,"Chondroitin Sulfate E (GalNac4,6Dis-Glca), Precursor 2",0.0
1721,hs_pre1_g,"Heparan Sulfate, Precursor 1",-3.9902995984456083e-16
1722,hs_pre2_g,"Heparan Sulfate, Precursor 2",-3.227021269015813e-16
1723,hs_pre3_g,GlcNac-Glca-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),-1.9951497992228042e-16
1724,hs_pre4_g,Glca-GlcNac-Glca-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),-1.231871469793009e-16
1725,hs_pre5_g,(GlcNac-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),0.0
1726,hs_pre6_g,Glca-(GlcNac-Glca)2-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),-1.231871469793009e-16
1727,hs_pre7_g,(GlcNac-Glca)3-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),0.0
1728,hs_pre8_g,Glca-(GlcNac-Glca)3-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),-1.231871469793009e-16
1729,hs_deg3_l,"Heparan Sulfate, Degradation Product 3",5.689893001203927e-16
1730,hs_deg4_l,"Heparan Sulfate, Degradation Product 4",0.0
1731,hs_deg8_l,"Heparan Sulfate, Degradation Product 8",5.689893001203927e-16
1732,hs_deg14_l,"Heparan Sulfate, Degradation Product 14",0.0
1733,hs_deg15_l,"Heparan Sulfate, Degradation Product 15",0.0
1734,hs_deg20_l,"Heparan Sulfate, Degradation Product 20",0.0
1735,hs_deg21_l,"Idoa2S-Beta-1,4-GlcNac(3S)-Alpha-1,4-Glca-Beta-1,3-Gal-Beta-1,3-Gal-Beta-1,4-Xylose",0.0
1736,hs_deg24_l,GlcNac-Glca-(Gal)2-Xyl,-1.1102230246251564e-16
1737,hs_deg25_l,"Glca-Beta-1,3-Gal-Beta-1,3-Gal-Beta-1,4-Xylose",0.0
1738,hs_pre9_g,(GlcNac-Glca)4-GlcNac-Glca-Gal-Gal-Xyl-L-Ser (Protein),0.0
1739,uacgam_c,Uridine-5'-Diphosphate-N-Acetyl-Alpha-D-Glucosamine,-0.09331215168226192
1740,ump_c,Uridine-5'-Monophosphate,-0.046656075841130976
1741,glc_D_g,D-Glucose,0.0
1742,glcur_c,D-Glucuronate,0.0
1743,glcur_r,D-Glucuronate,0.0
1744,dxtrn_c,"Phosphorylase-Limit Dextrin (Glycogenin-1,6{4[1,4-Glc], 4[1,4-Glc]})",-2.5546407064193654e-18
1745,glygn3_c,"Glycogen, Structure 3 (Glycogenin-7[1,4-Glc])",0.0
1746,guln_r,L-Gulonate,8.78166585538899e-17
1747,gullac_r,"L-Gulono-1,4-Lactone",0.0
1748,gln_L_m,L-Glutamine,8.392170066633831e-18
1749,gullac_c,"L-Gulono-1,4-Lactone",0.0
1750,glucys_c,Gamma-L-Glutamyl-L-Cysteine,0.0
1751,5forthf_c,5-Formiminotetrahydrofolate,1.031564720620746e-16
1752,forglu_c,N-Formimidoyl-L-Glutamate,0.0
1753,oxa_x,Oxalate,7.025261942653256e-18
1754,glx_c,Glyoxylate,2.318714846450267e-16
1755,glyb_e,Glycine Betaine,5.449799784210392e-17
1756,glyc3p_m,Glycerol 3-Phosphate,-0.015552025280376922
1757,2pg_c,2-Phospho-D-Glycerate,-0.046656075841130885
1758,glyc_R_c,D-Glycerate,7.748976419987819e-17
1759,glyclt_c,Glycolate,-0.0
1760,glyclt_x,Glycolate,0.0
1761,glyc_S_c,(S)-Glycerate,1.2470304128169314e-17
1762,glyc_c,Glycerol,5.4787623960087016e-17
1763,glyc_m,Glycerol,0.0
1764,gthrd_m,Reduced Glutathione,4.4302903840479715e-17
1765,lgt_S_m,(R)-S-Lactoylglutathionate,1.9501358594426878e-17
1766,gmp_n,Guanosine-5'-Monophosphate,-0.04665607584113081
1767,6pgc_r,6-Phospho-D-Gluconate,2.7755575615628914e-17
1768,ru5p_D_r,D-Ribulose 5-Phosphate,1.532784423851618e-17
1769,sarcs_c,Sarcosine,-5.449799784210392e-17
1770,gp1calpha_hs_c,Gp1C Alpha,0.0
1771,gp1calpha_hs_g,Gp1C Alpha,0.0
1772,gp1c_hs_c,Gp1C,0.0
1773,gp1c_hs_g,Gp1C,0.0
1774,hdca_r,Hexadecanoate (N-C16:0),2.7755575615628914e-17
1775,em2emgacpail_prot_hs_r,"(Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol",0.0
1776,gpi_prot_hs_r,"{[(Prot-PE-Man),(PE)-Man],[PE]}-Man-GlcN-AcylPI",0.0
1777,mgacpail_hs_r,Mannosyl-Glucosaminyl-Acylphosphatidylinositiol (H2),0.0
1778,gq1balpha_hs_c,Gq1Balpha,0.0
1779,gq1balpha_hs_g,Gq1Balpha,0.0
1780,gq1b_hs_c,Gq1B,0.0
1781,gq1b_hs_g,Gq1B,0.0
1782,gsn_c,Guanosine,1.532784423851618e-17
1783,gsn_l,Guanosine,0.0
1784,gt1a_hs_c,Gt1A,0.0
1785,gt1a_hs_g,Gt1A,0.0
1786,gthox_m,Glutathione Disulfide (Oxidized Glutathione),4.5354098327627183e-17
1787,gthrd_r,Reduced Glutathione,-9.86962591812297e-18
1788,gua_c,Guanine,0.0
1789,xan_c,Xanthine,5.051313430777276e-17
1790,guln_c,L-Gulonate,5.551115123125783e-17
1791,glcur1p_c,D-Glucuronate 1-Phosphate,-5.0809224399718005e-17
1792,pe_hs_r,Phosphatidylethanolamine,-0.015552025280377113
1793,emgacpail_hs_r,Phosphoethanolaminyl-Mannosyl-Glucosylaminyl-Acylphosphatidylinositol (H5),0.0
1794,m2gacpail_hs_r,Dimannosyl-Glucosaminyl-Acylphosphatidylinositol (H3),0.0
1795,h2o2_l,Hydrogen Peroxide,6.982494896479313e-17
1796,h2o2_n,Hydrogen Peroxide,6.982494896479313e-17
1797,m3gacpail_hs_r,Trimannosyl-Glucosaminyl-Acylphosphatidylinositol (H4),0.0
1798,em3gacpail_hs_r,Phosphoethanolaminyl-Trimannosyl-Glucosaminyl-Acylphosphatidylinositol (H6),0.0
1799,emem2gacpail_hs_r,"(Phosphoethanolaminyl-Mannosyl),(Phosphoethanolaminyl)-Dimannosyl-Glucosaminyl-Acylphosphatidylinositol (H7)",0.0
1800,em2emgacpail_hs_r,"(Phosphoethanolaminyl-Dimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol (H7)",0.0
1801,m3emgacpail_hs_r,"(Trimannosyl),(Phosphoethanolaminyl)-Mannosyl-Glucosaminyl-Acylphosphatidylinositol (M4C)",0.0
1802,gpi_hs_r,Gpi Heparan Sulfate,0.0
1803,mem2emgacpail_hs_r,"({[(Mannosyl),(Phosphoethanolaminyl)]-Dimannosyl},{Phosphoethanolaminyl})-Mannosyl-Glucosaminyl-Acylphosphatidylinositol (M4B) (Mem2Emgacpail Heparan Sulfate)",0.0
1804,pre_prot_r,Glycophosphatidylinositol (Gpi)-Anchored Protein Precursor,0.0
1805,udpglcur_c,Uridine-5'-Diphosphate-Glucuronate,-0.09331215168226197
1806,hcoumarin_c,Umbelliferone,0.0
1807,hestratriol_c,4-Hydroxyestradiol,-0.0
1808,hestratriol_r,4-Hydroxyestradiol,0.0
1809,4mlacac_c,4-Maleylacetoacetate,0.0
1810,his_L_c,L-Histidine,3.358130487074193e-17
1811,hista_c,Histamine,0.0
1812,his_L_e,L-Histidine,-6.162975822039155e-33
1813,im4act_c,Imidazole-4-Acetaldehyde,0.0
1814,aacoa_c,Acetoacetyl Coenzyme A,-0.04665607584113004
1815,hmgcoa_c,Hydroxymethylglutaryl Coenzyme A,-0.04665607584113116
1816,hmgcoa_m,Hydroxymethylglutaryl Coenzyme A,-0.046656075841131385
1817,hmgcoa_x,Hydroxymethylglutaryl Coenzyme A,-0.04665607584113116
1818,hom_L_c,L-Homoserine,0.0
1819,pheme_c,Protoheme,-0.0
1820,pristanal_x,Pristanal,0.04665607584113068
1821,phyt2ohcoa_x,2-Hydroxyphytanoyl Coenzyme A,-5.065392549852277e-16
1822,hpdcacrn_c,Heptadecanoylcarnitine,-0.046656075841131135
1823,hpdcacrn_m,Heptadecanoylcarnitine,-0.046656075841131135
1824,hpyr_c,3-Hydroxypyruvate,2.197861296862036e-17
1825,hpyr_m,3-Hydroxypyruvate,2.197861296862036e-17
1826,hpyr_x,3-Hydroxypyruvate,2.197861296862036e-17
1827,hretn_c,4 Hydroxy Retinoic Acid,0.0
1828,hs_deg1_l,"Heparan Sulfate, Degradation Product 1",-1.1102230246251564e-16
1829,hs_deg2_l,"Heparan Sulfate, Degradation Product 2",0.0
1830,hs_deg6_l,"Heparan Sulfate, Degradation Product 6",-1.1102230246251564e-16
1831,hs_deg7_l,"Heparan Sulfate, Degradation Product 7",0.0
1832,hs_deg12_l,"Heparan Sulfate, Degradation Product 12",-1.1102230246251564e-16
1833,hs_deg13_l,"Heparan Sulfate, Degradation Product 13",0.0
1834,hs_deg18_l,"Heparan Sulfate, Degradation Product 18",-1.1102230246251564e-16
1835,hs_deg19_l,"Heparan Sulfate, Degradation Product 19",0.0
1836,cortsn_r,Cortisone,0.0
1837,tststerone_r,Testosterone,3.512630971326628e-18
1838,andrstndn_r,"Androst-4-Ene-3,17-Dione",0.0
1839,nadph_x,Nicotinamide Adenine Dinucleotide Phosphate - Reduced,-0.13996822752339289
1840,nadp_x,Nicotinamide Adenine Dinucleotide Phosphate,-0.13996822752339297
1841,cholcoaone_x,"3A,7A,12A-Trihydroxy-5B-24-Oxocholestanoyl Coenzyme A",-0.09331215168226138
1842,eandrstrn_r,16Alpha-Hydroxydehydroepiandrosterone,5.551115123125783e-17
1843,andrstandn_r,"5Alpha-Androstane-3,17-Dione",0.0
1844,prgnlone_c,Pregnenolone,2.3507260396664834e-16
1845,prgstrn_r,Progesterone,4.956277204270358e-17
1846,prgnlone_r,Pregnenolone,2.3507260396664834e-16
1847,17ahprgnlone_c,17Alpha-Hydroxypregnenolone,-7.554092230131383e-17
1848,17ahprgstrn_c,17Alpha-Hydroxyprogesterone,5.551115123125783e-17
1849,17ahprgnlone_r,17Alpha-Hydroxypregnenolone,2.220446049250313e-16
1850,17ahprgstrn_r,17Alpha-Hydroxyprogesterone,4.956277204270358e-17
1851,xol7aone_r,7Alpha-Hydroxycholest-4-En-3-One,-2.7755575615628914e-17
1852,xol7a_r,20-Hydroxycholesterol,0.0
1853,hspg_l,Heparan Sulfate Proteoglycan,0.0
1854,hs_l,"Heparan Sulfate, Free Chain",0.0
1855,hspg_g,Heparan Sulfate Proteoglycan,0.0
1856,htaxol_c,6 Alpha Hydroxy Taxol/ 6 Alpha Hydroxy Paclitaxel,0.0
1857,hxan_c,Hypoxanthine,-3.721976674003668e-18
1858,hxan_x,Hypoxanthine,-3.721976674003668e-18
1859,pydam_c,Pyridoxamine,0.0
1860,pyam5p_c,Pyridoxamine 5-Phosphate,-5.0809224399718005e-17
1861,taur_c,Taurine,1.532784423851618e-17
1862,icit_c,Isocitric Acid,5.866834078635312e-18
1863,icit_x,Isocitric Acid,-1.3877787807814457e-16
1864,3ityr_L_c,3-Iodo-L-Tyrosine,0.0
1865,iodine_c,Iodine,0.0
1866,35diotyr_c,"3,5-Diiodo-L-Tyrosine",0.0
1867,triodthy_c,"3,3,5-Triiodo-L-Thyronine",0.0
1868,thyox_L_c,L-Thyroxine,0.0
1869,tyr_L_c,L-Tyrosine,3.120754598211526e-17
1870,hs_deg5_l,"Heparan Sulfate, Degradation Product 5",0.0
1871,idour_l,L-Iduronate,1.547487600623551e-17
1872,hs_deg16_l,"Heparan Sulfate, Degradation Product 16",0.0
