,Reaction ID,Reaction Name,Flux,Reduced Cost
1054,EX_creat_e,Exchange of Creatine ,5.799892668323815,0.0
1055,EX_crmp_hs_e,Exchange of Ceramide 1-Phosphate ,0.0,0.0
1056,EX_crn_e,Exchange of L-Carnitine,0.0,1.0018879555477053e-16
1057,EX_crtsl_e,Exchange of Cortisol ,0.0,-0.0
1058,EX_crtstrn_e,Exchange of Corticosterone ,0.0,0.0
1059,EX_crvnc_e,Exchange of Nc22:6 ,0.0,0.0
1060,EX_cspg_a_e,Exchange of Chondroitin Sulfate A (Galnac4S-Glca) Proteoglycan ,0.0,0.0
1061,EX_cspg_b_e,Exchange of Chondroitin Sulfate B / Dermatan Sulfate (Idoa2S-Galnac4S) Proteoglycan ,0.0,0.0
1062,EX_cspg_c_e,Exchange of Chondroitin Sulfate C (Galnac6S-Glca) Proteoglycan ,0.0,0.0
1063,EX_cspg_d_e,Exchange of Chondroitin Sulfate D (GlcNac6S-Glca2S) Proteoglycan ,0.0,0.0
1064,EX_cspg_e_e,"Exchange of Chondroitin Sulfate E (Galnac4, 6Dis-Glca) Proteoglycan ",0.0,0.0
1065,EX_cyan_e,Exchange of Hydrogen Cyanide ,0.0,0.0
1066,EX_dag_hs_e,Exchange of Diglyceride,0.0,4.5102810375396984e-17
1067,EX_dcsptn1_e,"Exchange of Docosa-4, 7, 10, 13, 16-Pentaenoic Acid (N-6) ",0.0,-0.0
1068,EX_debrisoquine_e,Exchange of Debrisoquine ,0.0,0.0
1069,EX_dgchol_e,Exchange of Chenodeoxyglycocholate ,0.0,-0.0
1070,EX_dhdascb_e,Exchange of Dehydroascorbide,0.0,0.0
1071,EX_dheas_e,Exchange of Dehydroepiandrosterone Sulfate ,0.0,0.0
1072,EX_dhf_e,"Exchange of 7, 8-Dihydrofolate ",0.0,0.0
1073,EX_digalsgalside_hs_e,Exchange of Digalactosylceramidesulfate ,0.0,0.0
1074,EX_dlnlcg_e,Exchange of Dihomo-Gamma-Linolenic Acid (N-6) ,0.0,0.0
1075,EX_dmantipyrine_e,Exchange of Demethylated Antipyrine ,0.0,0.0
1076,EX_dmhptcrn_e,"Exchange of 2, 6 Dimethylheptanoyl Carnitine ",0.0,0.0
1077,EX_dopa_e,Exchange of Dopamine ,-40.65967718186502,-0.0
1078,EX_dopasf_e,Exchange of Dopamine 3-O-Sulfate ,0.0,0.0
1079,EX_eaflatoxin_e,"Exchange of 8, 9 Epxoy Aflatoxin B1 ",0.0,0.0
1080,EX_ebastine_e,Exchange of Ebastine ,0.0,0.0
1081,EX_ebastineoh_e,Exchange of Hydroxylated Ebastine ,0.0,0.0
1082,EX_eicostet_e,Exchange of Eicosatetranoic Acid ,0.0,0.0
1083,EX_elaid_e,Exchange of Elaidic Acid ,0.0,0.0
1084,EX_estradiol_e,Exchange of Estradiol ,0.0,-9.403853663079643e-18
1085,EX_estradiolglc_e,Exchange of Estradiol Glucuronide ,0.0,-0.0
1086,EX_estriolglc_e,Exchange of 16-Glucuronide-Estriol ,0.0,0.0
1087,EX_estroneglc_e,Exchange of Estrone Glucuronide ,0.0,0.0
1088,EX_estrones_e,Exchange of Estrone 3-Sulfate ,0.0,-0.0
1089,EX_fuc13galacglcgal14acglcgalgluside_hs_e,Exchange of Iii3Fuc-Nlc6Cer ,0.0,0.0
1090,EX_fuc14galacglcgalgluside_hs_e,Exchange of Lea Glycolipid ,0.0,0.0
1091,EX_fucacgalfucgalacglcgalgluside_hs_e,Exchange of (Gal)2 (Galnac)1 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1 ,0.0,0.0
1092,EX_fucacngal14acglcgalgluside_hs_e,"Exchange of Iv3-A-Neuac, Iii3-A-Fuc-Nlc4Cer ",0.0,0.0
1093,EX_fucacngalacglcgalgluside_hs_e,"Exchange of Iv3-A-Neu5Ac, Iii4-A-Fuc-Lc4Cer ",0.0,0.0
1094,EX_fucfuc12gal14acglcgalgluside_hs_e,Exchange of Ley Glycolipid ,0.0,0.0
1095,EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,"Exchange of V3Fuc, Iii3Fuc-Nlc6Cer ",0.0,0.0
1096,EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_e,Exchange of (Gal)4 (Glc)1 (GlcNac)3 (LFuc)3 (Cer)1 ,0.0,0.0
1097,EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,Exchange of (Gal)3 (Glc)1 (GlcNac)2 (LFuc)3 (Cer)1 ,0.0,0.0
1098,EX_fucfucgalacglcgalgluside_hs_e,Exchange of Leb Glycolipid ,0.0,0.0
1099,EX_fucgal14acglcgalgluside_hs_e,Exchange of Lacto-N-Fucopentaosyl Iii Ceramide ,0.0,0.0
1100,EX_fucgalfucgalacglcgalgluside_hs_e,Exchange of (Gal)3 (Glc)1 (GlcNac)1 (LFuc)2 (Cer)1 ,0.0,0.0
1101,EX_fucgalgbside_hs_e,Exchange of Fucosyl Galactosylgloboside (Homo Sapiens) ,0.0,0.0
1102,EX_fuc_L_e,Exchange of L-Fucose ,0.0,0.0
1103,EX_galacglcgalgbside_hs_e,Exchange of Gal-GlcNac-Gal Globoside (Homo Sapiens) ,0.0,0.0
1104,EX_galfuc12gal14acglcgalgluside_hs_e,Exchange of (Gal)3 (Glc)1 (GlcNac)1 (LFuc)1 (Cer)1 ,0.0,0.0
1105,EX_galfucgalacglcgal14acglcgalgluside_hs_e,Exchange of (Gal)4 (Glc)1 (GlcNac)2 (LFuc)1 (Cer)1 ,0.0,0.0
1106,EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,Exchange of (Gal)6 (Glc)1 (GlcNac)3 (LFuc)2 (Cer)1 ,0.0,0.0
1107,EX_galgalgalthcrm_hs_e,Exchange of Gal-Gal-Gal-Gal-Gal-Glc-Cer (Homo Sapiens) ,0.0,0.0
1108,EX_gbside_hs_e,Exchange of Globoside (Homo Sapiens) ,0.0,-0.0
1109,EX_gchola_e,Exchange of Glycocholate ,0.0,-0.0
1110,EX_gd1b2_hs_e,Exchange of Gd1Beta (Homo Sapiens) ,0.0,0.0
1111,EX_gd1c_hs_e,Exchange of Gd1C (Homo Sapiens) ,0.0,0.0
1112,EX_gdp_e,Exchange of GDP ,0.0,0.0
1113,EX_gluala_e,Exchange of 5-L-Glutamyl-L-Alanine ,0.0,0.0
1114,EX_glyc_S_e,Exchange of (S)-Glycerate ,0.0,0.0
1115,EX_glygn2_e,"Exchange of Glycogen, Structure 2 (Glycogenin-1, 6-{7[1, 4-Glc], 4[1, 4-Glc]}) ",0.0,0.0
1116,EX_glygn4_e,"Exchange of Glycogen, Structure 4 (Glycogenin-1, 6-{2[1, 4-Glc], [1, 4-Glc]})",0.0,0.0
1117,EX_glygn5_e,"Exchange of Glycogen, Structure 5 (Glycogenin-2[1, 4-Glc])",0.0,0.0
1118,EX_gmp_e,Exchange of GMP ,0.0,0.0
1119,EX_gp1c_hs_e,Exchange of Gp1C (Homo Sapiens) ,0.0,0.0
1120,EX_gp1calpha_hs_e,Exchange of Gp1C Alpha (Homo Sapiens) ,0.0,0.0
1121,EX_gq1b_hs_e,Exchange of Gq1B (Homo Sapiens) ,0.0,0.0
1122,EX_gq1balpha_hs_e,Exchange of Gq1Balpha (Homo Sapiens) ,0.0,0.0
1123,EX_gsn_e,Exchange of Guanosine,0.0,7.443953348007336e-18
1124,EX_gt1a_hs_e,Exchange of Gt1A (Homo Sapiens) ,0.0,0.0
1125,EX_gthox_e,Exchange of Oxidized Glutathione ,0.0,0.0
1126,EX_gthrd_e,Exchange of Reduced Glutathione ,0.0,-1.973925183624594e-17
1127,EX_gtp_e,Exchange of GTP ,0.0,0.0
1128,EX_h2o2_e,Exchange of Hydrogen Peroxide ,0.0,1.3964989792958627e-16
1129,EX_ha_e,Exchange of Hyaluronan ,0.0,0.0
1130,EX_ha_pre1_e,"Exchange of Hyaluronan Biosynthesis, Precursor 1 ",0.0,0.0
1131,EX_hco3_e,Exchange of Bicarbonate ,0.0,5.0085697128547194e-17
1132,EX_hcoumarin_e,Exchange of Hydroxy Coumarin ,0.0,0.0
1133,EX_hdca_e,Exchange of Hexadecanoate (N-C16:0) ,0.0,0.0
1134,EX_hdcea_e,Exchange of Hexadecenoate (N-C16:1),5.504831391163283,0.0
1135,EX_hestratriol_e,"Exchange of 4, 17 Dihydroxy Estradiol ",1.177650858386323,0.0
1136,EX_hexc_e,Exchange of Hexacosanoate (N-C26:0) ,0.0,0.0
1137,EX_hista_e,Exchange of Histamine ,0.0,0.0
1138,EX_hom_L_e,Exchange of L-Homoserine ,0.0,-6.716260974148387e-17
1139,EX_hpdca_e,Exchange of Heptadecanoate ,0.0,0.0
1140,EX_hspg_e,Exchange of Heparan Sulfate Proteoglycan ,0.0,0.0
1141,EX_htaxol_e,Exchange of Hydroxylated Taxol ,0.0,0.0
1142,EX_i_e,Exchange of Iodide ,0.0,3.2319273555297846e-17
1143,EX_idp_e,Exchange of IDP ,0.0,0.0
1144,EX_imp_e,Exchange of IMP ,0.0,0.0
1145,EX_inost_e,Exchange of Myo-Inositol ,0.0,8.11813231480811e-17
1146,EX_ksi_e,Exchange of Keratan Sulfate I ,0.0,0.0
1147,EX_ksi_deg1_e,"Exchange of Keratan Sulfate I, Degradation Product 1 ",0.0,0.0
1148,EX_ksii_core2_e,Exchange of Keratan Sulfate Ii (Core 2-Linked) ,0.0,0.0
1149,EX_ksii_core4_e,Exchange of Keratan Sulfate Ii (Core 4-Linked) ,0.0,0.0
1150,EX_lac_D_e,Exchange of D-Lactate ,15.720403970813612,0.0
1151,EX_Lcystin_e,Exchange of L-Cystine ,0.0,0.0
1152,EX_leuktrA4_e,Exchange of Leukotriene A4 ,0.0,0.0
1153,EX_leuktrB4_e,Exchange of Leukotriene B4 ,0.0,0.0
1154,EX_leuktrC4_e,Exchange of Leukotriene C4 ,0.0,-0.0
1155,EX_leuktrD4_e,Exchange of Leukotriene D4 ,0.0,2.9708321280698806e-17
1156,EX_leuktrE4_e,Exchange of Leukotriene E4 ,0.0,0.0
1157,EX_leuktrF4_e,Exchange of Leukotriene F4 ,0.0,6.852192593716584e-17
1158,EX_lgnc_e,Exchange of Lignoceric Acid ,0.0,0.0
1159,EX_limnen_e,Exchange of Limonene ,0.0,0.0
1160,EX_lipoate_e,Exchange of Lipoate ,0.0,0.0
1161,EX_lneldc_e,Exchange of Linoelaidic Acid ,0.0,-0.0
1162,EX_lnlc_e,Exchange of Linoleic Acid (All Cis C18:2) ,0.0,0.0
1163,EX_lnlnca_e,Exchange of Alpha-Linolenic Acid ,0.0,0.0
1164,EX_lnlncg_e,Exchange of Gamma-Linolenic Acid ,0.0,0.0
1165,EX_lpchol_hs_e,Exchange of Lysophosphatidylcholine,0.0,0.0
1166,EX_mag_hs_e,Exchange of Monoacylglycerol 2 (Homo Sapiens) ,0.0,1.0305257539385335e-16
1167,EX_meoh_e,Exchange of Methanol ,0.0,-0.0
1168,EX_mercplaccys_e,Exchange of 3-Mercaptolactate-Cysteine Disulfide ,0.0,0.0
1169,EX_mthgxl_e,Exchange of Methylglyoxal ,0.0,0.0
1170,EX_n2m2nmasn_e,"Exchange of N-Acetyl-Beta-D-Glucosaminyl-1, 2-Alpha-D-Mannosyl-1, 3- (N-Acetyl-Beta-D-Glucosaminyl-1, 2-Alpha-D-Mannosyl-1, 6)- (N-Acetyl-Beta-D-Glucosaminyl-1, 4)-Beta-D-Mannosyl-1, 4-N-Acetyl-Beta-D-Glucosaminyl-R ",0.0,0.0
1171,EX_nad_e,Exchange of Nicotinamide Adenine Dinucleotide ,0.0,0.0
1172,EX_nadp_e,Exchange of Nicotinamide Adenine Dinucleotide Phosphate ,0.0,0.0
1173,EX_ncam_e,Exchange of Nicotinamide ,0.0,0.0
1174,EX_nifedipine_e,Exchange of Nifedipine ,0.0,0.0
1175,EX_no_e,Exchange of Nitric Oxide,0.0,0.0
1176,EX_npthl_e,Exchange of Naphthalene ,0.0,0.0
1177,EX_nrpphr_e,Exchange of Norepinephrine ,0.0,0.0
1178,EX_nrpphrsf_e,Exchange of Sulfate Derivative of Norepinephrine ,0.0,0.0
1179,EX_nrvnc_e,Exchange of Nervonic Acid ,0.0,0.0
1180,EX_o2s_e,Exchange of Superoxide Anion ,-100.0,1.6653345369377348e-16
1181,EX_oagd3_hs_e,Exchange of 9-O-Acetylated Gd3 (Homo Sapiens) ,0.0,0.0
1182,EX_oagt3_hs_e,Exchange of 9-O-Acetylated Gt3 (Homo Sapiens) ,0.0,0.0
1183,EX_ocdca_e,Exchange of Octadecanoate (N-C18:0),-5.504831391163283,-0.0
1184,EX_ocdcea_e,Exchange of Octadecenoate (N-C18:1) ,0.0,-1.532784423851618e-17
1185,EX_octa_e,Exchange of Octanoate (N-C8:0),0.0,0.0
1186,EX_omeprazole_e,Exchange of Omeprazole ,0.0,0.0
1187,EX_onpthl_e,Exchange of Naphthalene Epoxide ,0.0,0.0
1188,EX_oxa_e,Exchange of Oxalate ,-7.105427357601002e-15,0.0
1189,EX_paf_hs_e,Exchange of 1-Alkyl 2-Acteylglycerol 3-Phosphocholine (Homo Sapiens) ,0.0,0.0
1190,EX_pchol_hs_e,Exchange of Phosphatidylcholine (Homo Sapiens) ,0.0,0.0
1191,EX_pe_hs_e,Exchange of Phosphatidylethanolamine,0.0,0.0
1192,EX_peplys_e,Exchange of Peptidyl-L-Lysine ,0.0,0.0
1193,EX_perillyl_e,Exchange of Perillyl Alcohol ,0.0,0.0
1194,EX_pglyc_hs_e,Exchange of Phosphatidylglycerol (Homo Sapiens) ,0.0,0.0
1195,EX_pheacgln_e,Exchange of Alpha-N-Phenylacetyl-L-Glutamine ,0.0,0.0
1196,EX_phyQ_e,Exchange of Phylloquinone ,0.0,0.0
1197,EX_phyt_e,Exchange of Phytanic Acid ,0.0,0.0
1198,EX_prgstrn_e,Exchange of Progesterone ,0.0,-0.0
1199,EX_prostgd2_e,Exchange of Prostaglandin D2 ,0.0,-1.0161844879943601e-16
1200,EX_prostge1_e,Exchange of Prostaglandin E1 ,0.0,0.0
1201,EX_prostge2_e,Exchange of Prostaglandin E2 ,0.0,0.0
1202,EX_prostgf2_e,Exchange of Prostaglandin F2Alpha ,0.0,0.0
1203,EX_ps_hs_e,Exchange of Phosphatidylserine (Homo Sapiens) ,-100.0,-0.031104050560754066
1204,EX_ptdca_e,Exchange of Pentadecanoate ,0.0,0.0
1205,EX_rbt_e,Exchange of Ribitol ,0.0,0.0
1206,EX_retfa_e,Exchange of Fatty Acid Retinol ,0.0,0.0
1207,EX_retinol_e,Exchange of Retinol ,-91.20697821862655,-0.0
1208,EX_retinol_9_cis_e,Exchange of 9-Cis-Retinol ,0.0,0.0
1209,EX_retinol_cis_11_e,Exchange of Cis-11-Retinol ,0.0,0.0
1210,EX_retn_e,Exchange of Retinoate ,0.0,0.0
1211,EX_retnglc_e,Exchange of Retinoyl Glucuronide ,0.0,0.0
1212,EX_Rtotal_e,Exchange of R Total ,91.75086364673189,0.0
1213,EX_Rtotal2_e,Exchange of R Total 2 Position ,0.5438854281053435,0.0
1214,EX_Rtotal3_e,Exchange of R Total 3 Position ,0.0,-2.8010002912224083e-16
1215,EX_s2l2fn2m2masn_e,Exchange of Pa6 ,0.0,0.0
1216,EX_s2l2n2m2masn_e,Exchange of De-Fuc Form of Pa6 ,0.0,0.0
1217,EX_sarcs_e,Exchange of Sarcosine ,0.0,0.0
1218,EX_sl_L_e,Exchange of L-Sulfolactate ,0.0,0.0
1219,EX_spc_hs_e,Exchange of Sphingosylphosphorylcholine (Homo Sapiens) ,0.0,0.0
1220,EX_sph1p_e,Exchange of Sphinganine 1-Phosphate ,0.0,0.0
1221,EX_sphs1p_e,Exchange of Sphingosine 1-Phosphate ,0.0,0.0
1222,EX_srtn_e,Exchange of Serotonin ,0.0,0.0
1223,EX_strch1_e,"Exchange of Starch, Structure 1 (1, 6-{7[1, 4-Glc], 4[1, 4-Glc]}) ",0.0,0.0
1224,EX_strch2_e,"Exchange of Starch, Structure 2 (1, 6-{2[1, 4-Glc], [1, 4-Glc]})",0.0,0.0
1225,EX_strdnc_e,Exchange of Stearidonic Acid ,0.0,0.0
1226,EX_tag_hs_e,Exchange of Triacylglycerol (Homo Sapiens) ,0.0,-1.6907772665972515e-16
1227,EX_tagat_D_e,Exchange of D-Tagatose ,0.0,0.0
1228,EX_taxol_e,Exchange of Paclitaxel ,0.0,0.0
1229,EX_tchola_e,Exchange of Taurocholic Acid ,0.0,0.0
1230,EX_tcynt_e,Exchange of Thiocyanate ,0.0,0.0
1231,EX_tdchola_e,Exchange of Taurochenodeoxycholate ,0.0,0.0
1232,EX_tethex3_e,"Exchange of Tetracosahexaenoic Acid, N-3 ",0.0,0.0
1233,EX_tetpent3_e,"Exchange of Tetracosapentaenoic Acid, N-3 ",0.0,0.0
1234,EX_tetpent6_e,"Exchange of Tetracosapentaenoic Acid, N-6 ",0.0,0.0
1235,EX_tettet6_e,Exchange of Tetracosatetraenoic Acid N-6 ,0.0,-0.0
1236,EX_thf_e,"Exchange of 5, 6, 7, 8-Tetrahydrofolate ",0.0,0.0
1237,EX_thmmp_e,Exchange of Thiamin Monophosphate ,0.0,0.0
1238,EX_thmtp_e,Exchange of Thiamin Triphosphate ,0.0,0.0
1239,EX_thym_e,Exchange of Thymine ,0.0,0.0
1240,EX_thyox_L_e,Exchange of L-Thyroxine ,0.0,0.0
1241,EX_tmndnc_e,Exchange of Timnodonic Acid ,0.0,-0.0
1242,EX_tolbutamide_e,Exchange of Tolbutamide ,0.0,0.0
1243,EX_triodthy_e,Exchange of Triiodothyronine ,0.0,0.0
1244,EX_triodthysuf_e,Exchange of Triiodothyronine Sulfate ,0.0,0.0
1245,EX_tststerone_e,Exchange of Testosterone ,0.0,0.0
1246,EX_tststeroneglc_e,Exchange of Testosterone Glucuronide ,0.0,0.0
1247,EX_tststerones_e,Exchange of Testosterone Sulfate ,0.0,0.0
1248,EX_tsul_e,Exchange of Thiosulfate ,0.0,0.0
1249,EX_ttdca_e,Exchange of Tetradecanoate (N-C14:0),0.0,0.0
1250,EX_txa2_e,Exchange of Thromboxane A2 ,0.0,0.0
1251,EX_tymsf_e,Exchange of Tyramine O-Sulfate ,0.0,0.0
1252,EX_Tyr_ggn_e,Exchange of Tyr-194 of Apo-Glycogenin Protein (Primer for Glycogen Synthesis) ,0.0,0.0
1253,EX_udp_e,Exchange of UDP ,0.0,0.0
1254,EX_ump_e,Exchange of UMP ,0.0,0.0
1255,EX_urate_e,Exchange of Urate ,100.0,-9.302263593243576e-17
1256,EX_utp_e,Exchange of UTP ,0.0,0.0
1257,EX_vacc_e,Exchange of Vaccenic Acid ,0.0,0.0
1258,EX_vitd3_e,Exchange of Calctriol,0.0,0.0
1259,EX_whddca_e,Exchange of Omega Hydroxy Dodecanoate (N-C12:0) ,0.0,0.0
1260,EX_whhdca_e,Exchange of Omega Hydroxy Hexadecanoate (N-C16:0) ,0.0,0.0
1261,EX_whtststerone_e,Exchange of W Hydroxy Testosterone ,0.0,0.0
1262,EX_whttdca_e,Exchange of Omega Hydroxy Tetradecanoate (N-C14:0) ,0.0,-0.0
1263,EX_xolest_hs_e,Exchange of Cholesterol Ester ,0.0,0.0
1264,EX_xolest2_hs_e,Exchange of Cholesterol Ester (from FullR2) ,0.0,1.1102230246251565e-16
1265,EX_xoltri24_e,"Exchange of 7-Alpha, 24(S)-Dihydroxycholesterol ",0.0,0.0
1266,EX_xoltri25_e,"Exchange of 7-Alpha, 25-Dihydroxycholesterol ",0.0,0.0
1267,EX_xoltri27_e,"Exchange of 7-Alpha, 27-Dihydroxycholesterol ",0.0,0.0
1268,EX_xylt_e,Exchange of Xylitol,0.0,0.0
1269,EX_yvite_e,Exchange of Gamma-Tocopherol,0.0,0.0
1270,F1Atg,Transport of F1Alpha  (from Golgi to Lysosome),0.0,0.0
1271,F1PGT,Fucose-1-Phosphate Guanylyltransferase,0.0,-0.0
1272,FACOAL140i,Fatty-Acid- Coenzyme A Ligase (Tetradecanoate),0.0,-0.09331215168226224
1273,FACOAL150,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1274,FACOAL160i,C160 Fatty Acid Activation,0.0,-0.09331215168226205
1275,FACOAL170,Fatty-Acid- Coenzyme A Ligase,0.0,1.6653345369377348e-16
1276,FACOAL180i,C180 Fatty Acid Activation,0.0,-0.09331215168226205
1277,FACOAL1812,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226198
1278,FACOAL1813,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226205
1279,FACOAL181i,C181 Fatty Acid Activation,0.0,-0.09331215168226205
1280,FACOAL1821,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226223
1281,FACOAL1822,Fatty-Acid- Coenzyme A Ligase,0.0,-0.0933121516822621
1282,FACOAL1831,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226203
1283,FACOAL1832,Fatty-Acid- Coenzyme A Ligase,0.0,-1.6653345369377348e-16
1284,FACOAL184,Fatty-Acid- Coenzyme A Ligase,0.0,-0.031104050560754104
1285,FACOAL191,Fatty-Acid- Coenzyme A Ligase,0.0,-2.0816681711721685e-16
1286,FACOAL200,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226205
1287,FACOAL203,Fatty-Acid- Coenzyme A Ligase,0.0,-0.06220810112150847
1288,FACOAL204,Fatty-Acid- Coenzyme A Ligase,0.0,-0.062208101121508444
1289,FACOAL2042,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1290,FACOAL205,Fatty-Acid- Coenzyme A Ligase,0.0,-0.031104050560753993
1291,FACOAL206,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226234
1292,FACOAL224,Fatty-Acid- Coenzyme A Ligase,0.0,-0.03110405056075491
1293,FACOAL2251,Fatty-Acid- Coenzyme A Ligase,0.0,-0.03110405056075491
1294,FACOAL2252,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1295,FACOAL226,Fatty-Acid- Coenzyme A Ligase,0.0,-0.031104050560753882
1296,FACOAL240,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226205
1297,FACOAL241,Fatty-Acid- Coenzyme A Ligase,0.0,-0.09331215168226205
1298,FACOAL244_1,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1299,FACOAL245_1,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1300,FACOAL245_2,Fatty-Acid- Coenzyme A Ligase,0.0,-1.3877787807814457e-17
1301,FACOAL246_1,Fatty-Acid- Coenzyme A Ligase,0.0,-0.031104050560754853
1302,FACOAL260,Fatty-Acid- Coenzyme A Ligase (N-C26:0),0.0,-0.09331215168226205
1303,FACOAL40im,"Fatty-Acid- Coenzyme A Ligase (Butanoate), Mitochondrial",0.0,-0.09331215168226319
1304,FACOAL80i,Fatty-Acid- Coenzyme A Ligase (Octanoate),0.0,-0.09331215168226299
1305,FADDP,FAD Diphosphatase,0.0,-6.938893903907228e-18
1306,FADH2tru,"Transport of FADH2, Endoplasmic Reticulum",0.0,-1.5265566588595902e-16
1307,FADH2tx,"Transport of FADH2, Peroxisomal",0.0,0.0
1308,FADtru,"Transport of FAD, Endoplasmic Reticulum",0.0,0.0
1309,FADtx,"Transport of FAD, Peroxisomal",0.0,-0.0
1310,FAEL183,Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA),0.0,1.3877787807814457e-17
1311,FAEL184,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),0.0,-0.031104050560753452
1312,FAEL204,Fatty-Acyl Coenzyme A Elongation (N-C20:4CoA),0.0,1.3877787807814457e-17
1313,FAEL205,Fatty-Acyl Coenzyme A Elongation (N-C20:5CoA),0.0,2.220446049250313e-16
1314,FAH1,Fatty Acid Omega-Hydroxylase,0.0,1.0015891300035168e-17
1315,FAH2,Fatty Acid Omega-Hydroxylase,0.0,1.0015891300035168e-17
1316,FAH3,Fatty Acid Omega-Hydroxylase,0.0,1.8656523629384382e-16
1317,FALDH,Formaldehyde Dehydrogenase,0.0,7.676991555035133e-17
1318,FALDtly,"Formaldehyde Transport via Diffusion, Lysosomal",0.0,0.0
1319,FALDtm,"Formaldehyde Transport via Diffusion, Mitochondrial",0.0,-9.650916738659727e-17
1320,FAOXC11,Beta Oxidation of Long Chain Fatty Acid,0.0,6.938893903907228e-18
1321,FAOXC140,Beta Oxidation of Long Chain Fatty Acid,0.0,8.604228440844963e-16
1322,FAOXC150m,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),0.0,-0.09331215168226135
1323,FAOXC160,Beta Oxidation of Long Chain Fatty Acid,0.0,1.3183898417423734e-15
1324,FAOXC16080m,Beta Oxidation of Long Chain Fatty Acid,0.0,-1.5265566588595902e-16
1325,FAOXC16080x,Beta Oxidation of Long Chain Fatty Acid,0.0,-4.3576253716537394e-15
1326,FAOXC161802m,Beta Oxidation Fatty Acid,0.0,-2.914335439641036e-16
1327,FAOXC16180m,Beta Oxidation Fatty Acid,0.0,-2.220446049250313e-16
1328,FAOXC170m,Beta Oxidation of Long Chain Fatty Acid (Odd Chain),0.0,-0.09331215168226108
1329,FAOXC180,Beta Oxidation of Long Chain Fatty Acid,0.0,2.0816681711721685e-16
1330,FAOXC180x,Beta Oxidation of Long Chain Fatty Acid,0.0,-9.298117831235686e-16
1331,FAOXC1811601m,Beta Oxidation Fatty Acid,0.0,-4.163336342344337e-17
1332,FAOXC1811602m,Beta Oxidation Fatty Acid,0.0,-8.326672684688674e-17
1333,FAOXC1811603m,Beta Oxidation Fatty Acid,0.0,1.3877787807814457e-17
1334,FAOXC182806m,Beta Oxidation of Fatty Acid,0.0,-1.3877787807814457e-17
1335,FAOXC18280m,Beta Oxidation of Fatty Acid,0.0,-1.3877787807814457e-17
1336,FAOXC183803m,Beta Oxidation of Fatty Acid,0.0,-0.093312151682262
1337,FAOXC183806m,Beta Oxidation of Fatty Acid,0.0,-4.85722573273506e-17
1338,FAOXC183806x,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.031104050560761362
1339,FAOXC18480m,Beta Oxidation of Fatty Acid,0.0,-0.062208101121508125
1340,FAOXC18480x,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.06220810112151648
1341,FAOXC200180m,Beta Oxidation of Long Chain Fatty Acid,0.0,1.1102230246251565e-16
1342,FAOXC200180x,Beta Oxidation of Long Chain Fatty Acid,0.0,-8.604228440844963e-16
1343,FAOXC2031836m,Beta Oxidation of Fatty Acid,0.0,-0.03110405056075337
1344,FAOXC204,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.031104050560752272
1345,FAOXC204184m,Beta Oxidation Fatty Acid,0.0,8.326672684688674e-17
1346,FAOXC2051843m,Beta Oxidation of Fatty Acid,0.0,0.0
1347,FAOXC2051843x,Beta Oxidation of Long Chain Fatty Acid,0.0,4.163336342344337e-17
1348,FAOXC2242046m,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.031104050560753063
1349,FAOXC2242046x,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.031104050560754423
1350,FAOXC2251836m,Beta Oxidation of Fatty Acid,0.0,-0.06220810112150785
1351,FAOXC2251836x,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.031104050560755034
1352,FAOXC2252053m,Beta Oxidation of Long Chain Fatty Acid,0.0,4.163336342344337e-17
1353,FAOXC2252053x,Beta Oxidation of Long Chain Fatty Acid,0.0,1.3877787807814457e-17
1354,FAOXC226,Beta Oxidation of Long Chain Fatty Acid,0.0,-0.06220810112150643
1355,FAOXC226205m,Beta Oxidation of Long Chain Fatty Acid,0.0,0.0
